Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZGZ,Goods-producing industries,Methane,2018.06,737,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.09,742,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.12,735,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.03,728,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.06,723,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.09,716,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.12,718,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.03,718,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.06,711,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.09,696,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.12,705,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.03,702,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.06,691,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.09,680,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.12,689,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.03,686,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.06,676,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.09,668,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.12,678,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.03,675,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.06,669,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.09,662,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.12,671,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2024.03,668,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2024.06,663,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2024.09,654,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.03,4279,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.06,4442,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.09,4277,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.12,4332,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.03,3973,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.06,3882,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.09,4457,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.12,4348,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.03,4318,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.06,5137,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.09,4645,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.12,4354,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.03,4324,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.06,4975,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.09,4454,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.12,4077,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.03,4186,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.06,4319,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.09,4467,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.12,4866,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.03,4730,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.06,4098,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.09,4299,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.12,4525,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.03,4293,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.06,4018,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.09,4062,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.12,3829,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.03,3964,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.06,4184,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.09,4292,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.12,4614,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.03,4164,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.06,3911,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.09,4254,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.12,4707,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.03,4658,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.06,4100,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.09,4434,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.12,4533,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.03,4150,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.06,3737,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.09,4534,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.12,4358,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.03,4554,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.06,4692,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.09,3841,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.12,3815,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.03,4128,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.06,3810,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.09,3203,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.12,3041,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.03,3355,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.06,3115,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.09,3686,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.12,3560,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2024.03,3445,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2024.06,3724,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2024.09,3602,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.03,5249,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.06,5414,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.09,5234,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.12,5292,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.03,4923,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.06,4820,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.09,5384,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.12,5272,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.03,5243,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.06,6057,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.09,5563,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.12,5277,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.03,5246,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.06,5902,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.09,5377,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.12,5003,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.03,5125,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.06,5252,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.09,5414,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.12,5822,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.03,5693,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.06,5057,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.09,5251,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.12,5479,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.03,5242,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.06,4961,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.09,4992,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.12,4763,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.03,4899,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.06,5122,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.09,5230,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.12,5571,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.03,5130,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.06,4875,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.09,5225,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.12,5668,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.03,5597,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.06,5024,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.09,5350,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.12,5454,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.03,5076,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.06,4664,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.09,5466,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.12,5320,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.03,5540,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.06,5682,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.09,4821,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.12,4803,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.03,5101,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.06,4763,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.09,4140,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.12,3986,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.03,4293,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.06,4042,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.09,4603,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.12,4484,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2024.03,4363,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2024.06,4635,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2024.09,4497,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.03,66,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.06,67,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.09,67,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.12,68,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.03,69,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.06,70,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.09,72,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.12,74,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.03,76,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.06,77,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.09,80,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.12,83,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.03,85,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.06,87,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.09,90,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.12,94,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.03,96,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.06,101,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.09,106,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.12,114,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.03,122,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.06,127,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.09,128,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.12,126,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.03,120,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.06,116,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.09,116,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.12,118,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.03,123,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.06,132,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.09,142,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.12,155,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.03,170,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.06,178,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.09,179,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.12,175,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.03,160,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.06,152,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.09,149,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.12,151,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.03,158,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.06,167,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.09,185,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.12,205,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.03,229,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.06,244,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.09,250,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.12,248,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.03,235,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.06,226,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.09,220,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.12,217,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.03,213,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.06,210,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.09,207,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.12,204,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2024.03,200,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2024.06,196,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2024.09,190,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.03,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.06,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.09,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.12,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.03,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.06,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.09,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.12,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.03,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.06,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.09,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.12,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.03,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.06,45,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.09,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.12,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.03,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.06,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.09,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.12,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.03,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.06,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.09,45,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.12,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.03,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.06,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.09,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.12,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.03,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.06,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.09,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.12,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.03,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.06,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.09,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.12,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.03,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.06,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.09,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.12,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.03,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.06,48,Actual,Kilotonnes,Carbon dioxide equivalents
