Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZPZ,Primary industries,Nitrous oxide,2022.09,1589,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2022.12,1639,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2023.03,1541,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2023.06,1527,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2023.09,1518,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2023.12,1568,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2024.03,1495,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2024.06,1482,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2024.09,1473,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.03,724,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.06,734,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.09,726,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.12,735,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.03,713,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.06,696,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.09,680,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.12,686,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2012.03,709,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2012.06,705,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2012.09,702,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2012.12,692,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2013.03,679,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2013.06,697,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2013.09,698,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2013.12,697,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2014.03,712,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2014.06,706,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2014.09,708,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2014.12,711,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2015.03,689,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2015.06,678,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2015.09,683,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2015.12,681,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2016.03,683,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2016.06,681,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2016.09,696,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2016.12,677,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2017.03,693,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2017.06,695,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2017.09,684,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2017.12,694,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2018.03,658,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2018.06,672,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2018.09,657,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2018.12,672,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2019.03,724,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2019.06,713,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2019.09,757,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2019.12,737,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2020.03,696,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2020.06,587,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2020.09,678,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2020.12,694,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2021.03,674,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2021.06,672,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2021.09,654,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2021.12,665,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2022.03,710,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2022.06,682,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2022.09,655,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2022.12,625,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2023.03,615,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2023.06,609,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2023.09,623,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2023.12,602,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2024.03,595,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2024.06,584,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2024.09,572,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2010.03,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2010.06,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2010.09,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2010.12,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2011.03,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2011.06,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2011.09,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2011.12,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2012.03,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2012.06,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2012.09,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2012.12,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2013.03,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2013.06,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2013.09,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2013.12,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2014.03,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2014.06,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2014.09,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2014.12,4,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2015.03,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2015.06,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2015.09,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2015.12,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2016.03,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2016.06,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2016.09,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2016.12,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2017.03,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2017.06,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2017.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2017.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2018.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2018.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2018.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2018.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2019.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2019.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2019.09,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2019.12,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2020.03,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2020.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2020.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2020.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2021.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2021.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2021.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2021.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2022.03,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2022.06,3,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2022.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2022.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2023.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2023.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2023.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2023.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2024.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2024.06,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2024.09,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2010.03,1944,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2010.06,2007,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2010.09,2062,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2010.12,2090,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2011.03,2055,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2011.06,2011,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2011.09,1985,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2011.12,1927,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2012.03,1980,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2012.06,1974,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2012.09,1957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2012.12,1981,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2013.03,1949,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2013.06,2008,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2013.09,1968,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2013.12,2009,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2014.03,1988,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2014.06,1957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2014.09,2044,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2014.12,2017,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2015.03,2067,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2015.06,2088,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2015.09,2062,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2015.12,2093,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2016.03,2048,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2016.06,2059,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2016.09,2126,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2016.12,2110,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2017.03,2149,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2017.06,2190,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
